,x_1,x_2,y
0,0.9132087673512048,0.31029937609657887,1
1,1.6613509326363793,1.2266267581011068,1
2,-1.6337401972908352,-2.626029541339193,0
3,-2.7019172654218293,-0.6696000243537954,0
4,-0.9547482578677533,-1.8811994975467263,0
5,0.46133926016554483,2.4752366687711573,1
6,-2.166338952143046,2.3945800485786037,0
7,-2.953605317259963,-2.539593427775202,0
8,2.678680679396259,-1.1803557756185743,1
9,-0.006694294249002475,-2.3732224931997465,0
10,2.113656700749834,-2.0460927908249102,0
11,2.858765692359116,0.6302635814056496,1
12,-2.0544420541073363,2.818241606797371,1
13,2.7540244510681458,1.0639421072540358,1
14,0.2569412826023534,1.4090678357795294,1
15,1.271327223039064,-0.43258502225369977,1
16,2.5758701006956457,-1.2808888611862548,1
17,-2.9195523609597105,0.735739688197361,0
18,-0.6970617654216631,-1.6895169201921445,0
19,2.238194163893901,1.118387264195925,1
20,-2.013673134291501,0.15716949014292414,0
21,-2.216220870700222,1.7033153809585828,0
22,2.6346608941873377,-0.7415581082879301,1
23,-1.7769602573530194,-2.042583640337531,0
24,-0.4938540041477979,-1.606023086243831,0
25,2.5541409816780307,2.2342387235089536,1
26,-2.153600412063855,1.4205309889560729,0
27,-1.4380468970787006,0.6471539280659071,0
28,1.7529249061106995,2.3713582092214747,1
29,1.040590291619516,-1.662565678882708,0
30,-1.076819578787913,2.8061681902926825,1
31,-2.281024377735914,0.2744699403525228,0
32,-1.8103366530127767,-0.5935155522958961,0
33,0.9321344680760557,1.8770955994183085,1
34,-0.6646453487625976,0.3814913898458956,0
35,-2.1562729602128203,-1.1183913477834648,0
36,-2.987664548550507,-0.9733369328342691,0
37,2.694591748678473,1.8187621723156768,1
38,-1.0938339105681676,-1.954693008068209,0
39,2.3239192302321916,-2.4012651478503315,0
40,2.8057956114343607,-1.300030206364561,1
41,0.8616761934148274,2.0329123015581683,1
42,2.038389780263656,1.3813536722775037,1
43,2.1769497221692857,-2.1077313770564405,0
44,-2.142312420523787,-0.458240271071503,0
45,-2.682771823940918,-2.7188451689862663,0
46,2.7896156868735247,2.1579816645239536,1
47,1.535852701701221,1.5348023726958697,1
48,0.9362172313519368,-1.1744730114415485,0
49,-1.5105225253497863,-2.188046923043201,0
50,1.6680443221224657,0.3905556485797783,1
51,2.019236068830635,1.477200524164708,1
52,-0.4198230363564406,1.8328297216790945,1
53,2.6417324186656437,-1.829050715860511,1
54,-0.3261182465334769,-2.1002949818904946,1
55,-2.2650644415951597,-1.7276476798783225,0
56,2.6841128939224728,0.17129310869270142,0
57,-1.8400790050494324,-0.9283687096189621,0
58,0.6622063086748242,1.0477807732971538,1
59,-2.949268590394146,-0.6956188060742758,1
