,x_1,x_2,y
0,0.7575337717938746,0.9000424266108116,1
1,0.746936841343194,1.2255088609794633,1
2,-1.9686454071545134,-0.6801133373434771,0
3,-1.1094828163274522,2.2538921739189366,0
4,1.2719576955745069,-0.06461693423102632,1
5,-2.835737171780824,-2.812723456670313,0
6,-2.774174338784344,0.46171976774179413,0
7,0.5095612689269071,-1.8134482177091862,0
8,0.45197573931170654,2.690769240222009,0
9,2.8976454799354414,0.6795215122297877,0
10,-1.7308200968463623,1.3421282384682716,0
11,-0.6842478872668947,2.298716976510674,0
12,0.5286237043251996,0.2750279836206362,1
13,1.337010755584651,2.2738834899051277,0
14,-0.43667118216636114,-0.5443267523940776,1
15,-0.45684808787864917,-1.2029147971360632,1
16,-0.25534890314194447,1.1421373469168277,1
17,-1.6985262283168625,0.4480086133129433,0
18,2.1139372906785816,2.395725420459092,0
19,-2.8296272550692176,2.4792193894099386,0
20,2.214135390327119,-0.28866875428955563,0
21,1.3839256395828707,0.8171918259976847,1
22,0.5922510849460636,0.12117281601039265,1
23,1.1281189683571498,-1.0424839880764687,1
24,-1.177417592616374,2.5461711628200003,0
25,-2.2919519100269876,2.9257490478001174,0
26,-1.6190618950016782,-0.5531949818114414,0
27,-0.7097895807034549,2.4305670597879745,0
28,-1.8531088006608758,-2.074819591106019,0
29,2.3041261873004917,1.5942755233765107,0
30,1.9930874235066547,-2.6661817752225097,0
31,-1.702468542731567,0.6857145063087735,0
32,-1.856424919980817,-2.3204504763590355,0
33,-0.33220549463746973,-2.162736257662055,0
34,1.8987438711842426,1.3798643652296354,0
35,2.7139235937282997,0.2125129260813745,0
36,0.2048488736777454,-1.8379277985635192,0
37,2.2804798779954645,-2.260617477947275,0
38,2.56823498994797,0.8136751866246579,0
39,-0.8065678133466352,1.7192674156001768,0
40,-0.6367772076861478,-0.9898388252677996,1
41,2.4969564335159227,2.9517872598357933,0
42,2.997339356799939,0.9464390268753,0
43,0.10125107196226857,0.48852115877589286,1
44,0.9497743492049535,-0.809329582871829,1
45,-2.1855169239344594,-1.7756435027423214,0
46,1.0178160153539508,2.7971529093197116,0
47,-0.47072252011305693,2.9937664173047036,0
48,2.7251433757013723,0.9738810186934934,0
49,2.353765591668034,-2.428384392097617,0
50,-1.7382537591887204,2.5258453790463866,0
51,2.3721300629467423,-2.59152382593587,0
52,1.470398956553443,1.7940392243858359,0
53,1.4723507391659973,-2.660668420904307,0
54,0.07930133242706328,-0.6751539487701557,1
55,2.548818653346915,-1.4120052461817054,0
56,-0.3872277419242085,-1.6756744647545712,0
57,-2.2057545593903534,1.9322772890625401,0
58,0.6946896577530346,-1.7687386080838443,0
59,-1.248944313847996,2.7321080769992943,0
60,-2.8408471003833595,0.5527432215775763,0
61,0.09188011164390009,0.8423818850437623,1
62,2.560741876074024,-1.5688875047836108,0
63,-0.22839389616238304,-0.6111943335849008,1
64,1.096758176209926,-0.7891686068369026,1
65,-2.385329891987248,-0.32523519144477575,0
66,-1.2263266137835598,1.2933490625733821,0
67,-2.8196851091192667,-2.195012907633674,0
68,-1.2149528122917386,-2.3989187431794607,0
69,-0.927774427763306,2.3216141622837814,0
70,-2.832097836861984,-1.031815948955492,0
71,1.7679017752354245,-1.908873025601279,0
72,-2.1607045431559397,0.6827142746380344,0
73,-1.023582029407623,-2.8728723810180172,0
74,0.4555298975256612,-1.2985241008254043,1
75,-1.5123007125215124,-2.1669257878731845,0
76,-2.2330184666249564,2.2510869624583627,0
77,2.3511308489565534,1.919550944125775,0
78,0.9566020864198674,0.2986810938607616,1
79,0.41843769222589833,-0.5178056219162968,1
80,0.6544556735133149,0.8944079194873842,1
81,0.7704780012618886,2.9147537243621464,0
82,1.124589252321397,-0.5366491153861155,1
83,-0.9044972833327121,-1.7616229705931041,0
84,1.849839955467739,0.14985764190926076,0
85,1.2813778568898266,-1.3385870292664312,0
86,-0.97239251294544,0.45983939867130674,1
87,-2.4345397462530833,-1.4695976375541944,0
88,2.816070556513112,1.102430062520841,0
89,2.238202652484003,-0.9029120375748967,0
90,-1.1464952709810525,-2.1931489394768393,0
91,-1.9600550777588057,-0.5567914292414171,0
92,-2.8237869133274067,-0.8474767788490283,0
93,2.1409920509347113,-1.6615924141689369,0
94,0.7112221715795464,-2.2359280608575185,0
95,2.871314236472114,-1.064024384317797,0
96,0.28489311220073965,-1.497469097143599,1
97,2.9106117000996665,-1.8834147572640905,0
98,2.512882724231991,-2.432445653571823,0
99,0.745785980111076,-2.5074235206460163,0
100,-1.4967224708278228,0.0696508219133194,0
101,1.73120406365671,-2.0704325607231016,0
102,0.7291172792958491,0.905347357529712,0
103,-1.8305423024241445,-2.6626346614927785,1
104,-1.6895527955023524,-2.0070978066925083,1
105,1.7424823955663902,-2.6719787548150276,1
106,2.8141216692210103,-0.5527808712692241,1
107,1.6086411674350858,-0.7736691244317826,1
108,-1.6301329906916782,-1.3919710401224599,0
109,-1.0762777582397531,1.534843218020919,1
